store_id,sku,store_soh
S057,SKU00065,5
S060,SKU00070,4
S044,SKU00069,1
S056,SKU00009,0
S003,SKU00006,15
S036,SKU00034,1
S009,SKU00021,0
S015,SKU00031,17
S004,SKU00080,4
S047,SKU00023,8
S001,SKU00046,5
S003,SKU00079,3
S016,SKU00002,27
S016,SKU00061,7
S043,SKU00079,0
S021,SKU00055,3
S049,SKU00059,6
S013,SKU00034,10
S065,SKU00073,5
S029,SKU00078,0
S031,SKU00043,9
S018,SKU00005,4
S029,SKU00062,7
S027,SKU00024,0
S063,SKU00025,11
S010,SKU00034,6
S063,SKU00014,7
S019,SKU00024,13
S064,SKU00024,14
S039,SKU00044,11
S038,SKU00048,0
S036,SKU00072,3
S045,SKU00023,1
S049,SKU00028,4
S015,SKU00015,6
S020,SKU00056,3
S042,SKU00017,1
S026,SKU00037,0
S044,SKU00002,16
S006,SKU00053,1
S015,SKU00075,10
S013,SKU00048,14
S007,SKU00009,18
S042,SKU00030,12
S002,SKU00008,20
S022,SKU00057,3
S062,SKU00066,0
S010,SKU00069,1
S025,SKU00074,0
S004,SKU00048,25
S024,SKU00048,7
S015,SKU00054,7
S035,SKU00071,7
S003,SKU00052,8
S010,SKU00072,2
S009,SKU00056,2
S016,SKU00040,16
S014,SKU00046,1
S023,SKU00080,3
S029,SKU00006,0
S043,SKU00052,4
S003,SKU00076,6
S030,SKU00061,0
S037,SKU00051,5
S016,SKU00011,6
S016,SKU00044,23
S045,SKU00064,2
S047,SKU00047,6
S017,SKU00005,13
S021,SKU00051,0
S007,SKU00013,14
S008,SKU00059,8
S013,SKU00060,8
S029,SKU00079,1
S049,SKU00003,11
S047,SKU00057,3
S013,SKU00027,17
S004,SKU00060,3
S022,SKU00053,0
S036,SKU00002,6
S036,SKU00061,4
S005,SKU00017,8
S040,SKU00039,0
S016,SKU00032,5
S020,SKU00036,9
S061,SKU00061,7
S020,SKU00039,0
S005,SKU00030,8
S051,SKU00065,5
S052,SKU00057,6
S042,SKU00014,18
S056,SKU00037,14
S001,SKU00025,24
S014,SKU00007,28
S022,SKU00021,2
S001,SKU00014,1
S008,SKU00028,15
S020,SKU00058,9
S009,SKU00036,13
S006,SKU00013,9
S009,SKU00039,20
S047,SKU00035,0
S025,SKU00025,5
S014,SKU00074,4
S010,SKU00002,14
S028,SKU00079,3
S016,SKU00078,10
S044,SKU00011,14
S040,SKU00016,0
S012,SKU00065,3
S016,SKU00062,0
S020,SKU00016,20
S039,SKU00006,0
S009,SKU00058,6
S026,SKU00004,3
S027,SKU00065,3
S013,SKU00008,19
S044,SKU00032,9
S039,SKU00079,4
S006,SKU00056,5
S031,SKU00038,3
S031,SKU00077,0
S034,SKU00064,0
S034,SKU00067,0
S048,SKU00036,16
S020,SKU00033,14
S015,SKU00041,11
S029,SKU00052,2
S037,SKU00080,7
S025,SKU00029,10
S004,SKU00008,17
S024,SKU00008,6
S018,SKU00061,2
S030,SKU00044,0
S055,SKU00034,7
S009,SKU00016,5
S056,SKU00038,3
S001,SKU00019,11
S029,SKU00076,4
S051,SKU00047,1
S035,SKU00017,3
S034,SKU00052,0
S014,SKU00049,17
S014,SKU00020,20
S050,SKU00008,5
S035,SKU00030,6
S016,SKU00024,26
S007,SKU00037,4
S008,SKU00080,4
S011,SKU00079,0
S028,SKU00067,0
S028,SKU00064,0
S063,SKU00059,0
S003,SKU00009,29
S014,SKU00025,10
S044,SKU00062,2
S037,SKU00005,10
S048,SKU00016,3
S020,SKU00073,2
S016,SKU00006,20
S043,SKU00009,9
S021,SKU00005,11
S014,SKU00010,8
S022,SKU00056,1
S036,SKU00032,3
S031,SKU00004,4
S042,SKU00001,9
S012,SKU00057,0
S010,SKU00040,7
S027,SKU00047,0
S055,SKU00069,1
S006,SKU00036,3
S005,SKU00019,7
S012,SKU00018,11
S005,SKU00045,5
S006,SKU00039,25
S019,SKU00047,2
S026,SKU00063,4
S060,SKU00041,8
S055,SKU00072,3
S010,SKU00044,15
S015,SKU00049,6
S027,SKU00057,3
S051,SKU00035,8
S003,SKU00013,28
S019,SKU00057,4
S009,SKU00073,7
S064,SKU00018,2
S042,SKU00066,6
S014,SKU00029,4
S039,SKU00052,5
S041,SKU00023,19
S006,SKU00058,1
S051,SKU00021,14
S032,SKU00067,6
S032,SKU00064,1
S035,SKU00014,0
S017,SKU00061,0
S010,SKU00032,6
S014,SKU00026,9
S044,SKU00024,13
S039,SKU00076,1
S007,SKU00038,21
S061,SKU00078,1
S036,SKU00062,1
S012,SKU00035,8
S062,SKU00034,5
S011,SKU00067,11
S032,SKU00052,4
S018,SKU00044,11
S007,SKU00070,9
S031,SKU00050,6
S048,SKU00073,1
S005,SKU00001,20
S027,SKU00035,13
S029,SKU00018,7
S019,SKU00035,16
S008,SKU00048,8
S012,SKU00021,16
S056,SKU00042,0
S031,SKU00063,7
S010,SKU00078,2
S012,SKU00043,1
S027,SKU00021,0
S063,SKU00003,13
S005,SKU00066,4
S010,SKU00062,0
S015,SKU00026,16
S019,SKU00021,21
S027,SKU00043,6
S049,SKU00008,0
S028,SKU00053,5
S029,SKU00009,8
S065,SKU00049,3
S012,SKU00068,1
S001,SKU00059,11
S006,SKU00070,6
S057,SKU00033,10
S016,SKU00076,8
S027,SKU00068,6
S036,SKU00006,8
S018,SKU00078,2
S025,SKU00059,0
S019,SKU00068,2
S040,SKU00015,14
S048,SKU00031,7
S065,SKU00025,0
S006,SKU00073,1
S040,SKU00075,1
S029,SKU00013,4
S022,SKU00033,15
S059,SKU00079,6
S027,SKU00012,7
S007,SKU00031,3
S041,SKU00047,0
S029,SKU00043,6
S020,SKU00022,0
S017,SKU00011,15
S017,SKU00044,9
S019,SKU00012,23
S047,SKU00016,13
S064,SKU00012,7
S003,SKU00037,19
S032,SKU00053,2
S041,SKU00057,3
S062,SKU00060,6
S033,SKU00079,1
S045,SKU00036,2
S001,SKU00028,2
S010,SKU00006,21
S046,SKU00026,11
S011,SKU00053,6
S017,SKU00032,14
S015,SKU00045,27
S035,SKU00066,5
S053,SKU00079,2
S007,SKU00063,0
S002,SKU00067,8
S002,SKU00064,3
S015,SKU00055,2
S039,SKU00009,17
S055,SKU00040,5
S028,SKU00013,2
S006,SKU00031,20
S055,SKU00011,0
S052,SKU00033,1
S041,SKU00035,7
S002,SKU00052,1
S014,SKU00059,7
S018,SKU00006,2
S030,SKU00052,1
S031,SKU00071,0
S045,SKU00016,6
S052,SKU00004,2
S001,SKU00003,24
S007,SKU00015,8
S017,SKU00078,1
S020,SKU00046,18
S003,SKU00038,9
S030,SKU00076,0
S007,SKU00075,8
S018,SKU00079,2
S056,SKU00071,3
S039,SKU00013,10
S054,SKU00050,7
S017,SKU00062,0
S041,SKU00021,7
S016,SKU00018,10
S059,SKU00052,3
S014,SKU00051,8
S007,SKU00054,7
S054,SKU00063,4
S063,SKU00060,4
S034,SKU00036,5
S013,SKU00023,12
S060,SKU00055,4
S034,SKU00039,4
S014,SKU00028,23
S016,SKU00009,15
S042,SKU00034,9
S029,SKU00037,4
S006,SKU00015,0
S040,SKU00007,4
S011,SKU00013,17
S012,SKU00077,3
S004,SKU00023,21
S024,SKU00023,5
S036,SKU00065,2
S020,SKU00007,23
S026,SKU00017,2
S040,SKU00041,18
S006,SKU00075,7
S038,SKU00067,3
S054,SKU00075,5
S044,SKU00047,1
S040,SKU00074,3
S026,SKU00030,9
S050,SKU00023,8
S019,SKU00077,4
S020,SKU00074,1
S015,SKU00051,2
S064,SKU00077,4
S062,SKU00040,5
S006,SKU00054,6
S013,SKU00065,1
S054,SKU00054,4
S044,SKU00018,8
S017,SKU00006,28
S021,SKU00011,16
S021,SKU00044,1
S028,SKU00036,0
S060,SKU00001,1
S009,SKU00007,20
S002,SKU00053,7
S028,SKU00039,16
S016,SKU00043,10
S010,SKU00065,5
S003,SKU00031,7
S018,SKU00052,1
S009,SKU00074,11
S004,SKU00067,6
S004,SKU00064,9
S012,SKU00033,26
S024,SKU00064,0
S024,SKU00067,2
S005,SKU00034,4
S042,SKU00072,6
S055,SKU00024,11
S016,SKU00068,3
S029,SKU00038,3
S027,SKU00033,12
S001,SKU00048,15
S063,SKU00008,9
S050,SKU00064,0
S019,SKU00033,14
S031,SKU00017,14
S048,SKU00007,10
S014,SKU00080,1
S003,SKU00050,15
S027,SKU00004,4
S020,SKU00049,4
S020,SKU00020,0
S016,SKU00012,5
S031,SKU00030,13
S026,SKU00014,4
S039,SKU00037,14
S032,SKU00036,8
S007,SKU00041,17
S032,SKU00039,5
S035,SKU00003,9
S003,SKU00063,4
S037,SKU00078,5
S051,SKU00042,4
S034,SKU00070,3
S044,SKU00021,10
S030,SKU00009,16
S021,SKU00078,2
S013,SKU00047,21
S043,SKU00063,4
S020,SKU00025,25
S044,SKU00043,12
S001,SKU00060,6
S011,SKU00036,5
S040,SKU00010,1
S021,SKU00062,2
S047,SKU00022,13
S009,SKU00049,6
S011,SKU00039,1
S013,SKU00057,1
S009,SKU00020,10
S065,SKU00051,0
S005,SKU00069,3
S032,SKU00058,1
S057,SKU00046,10
S005,SKU00072,4
S028,SKU00038,5
S012,SKU00042,5
S043,SKU00015,6
S010,SKU00057,8
S002,SKU00013,20
S044,SKU00068,3
S030,SKU00013,0
S011,SKU00058,10
S042,SKU00002,2
S058,SKU00009,17
S028,SKU00070,3
S017,SKU00052,7
S027,SKU00042,9
S009,SKU00010,9
S006,SKU00041,0
S022,SKU00046,18
S020,SKU00029,2
S064,SKU00050,14
S019,SKU00042,19
S026,SKU00019,4
S064,SKU00042,3
S017,SKU00076,3
S035,SKU00034,12
S044,SKU00012,1
S031,SKU00014,2
S039,SKU00038,10
S020,SKU00026,23
S045,SKU00075,0
S005,SKU00027,5
S002,SKU00056,1
S015,SKU00005,23
S058,SKU00013,14
S009,SKU00029,2
S037,SKU00006,13
S057,SKU00007,4
S033,SKU00013,10
S034,SKU00031,10
S007,SKU00017,21
S048,SKU00010,4
S013,SKU00021,9
S050,SKU00053,5
S029,SKU00050,14
S037,SKU00079,5
S036,SKU00068,1
S001,SKU00008,9
S021,SKU00079,2
S011,SKU00038,17
S005,SKU00002,29
S049,SKU00067,4
S010,SKU00021,16
S041,SKU00033,1
S018,SKU00009,5
S025,SKU00008,2
S010,SKU00043,5
S011,SKU00070,2
S031,SKU00019,8
S022,SKU00074,2
S006,SKU00049,22
S031,SKU00045,12
S038,SKU00013,11
S028,SKU00031,7
S016,SKU00077,0
S048,SKU00026,0
S056,SKU00019,13
S055,SKU00065,0
S011,SKU00073,2
S042,SKU00040,3
S010,SKU00068,6
S002,SKU00036,10
S002,SKU00039,6
S018,SKU00013,12
S042,SKU00011,0
S047,SKU00074,5
S035,SKU00060,0
S057,SKU00020,7
S010,SKU00012,20
S034,SKU00075,2
S065,SKU00005,11
S003,SKU00041,10
S002,SKU00058,3
S017,SKU00018,23
S031,SKU00001,4
S043,SKU00041,2
S012,SKU00071,4
S057,SKU00025,4
S022,SKU00049,13
S019,SKU00022,10
S039,SKU00050,7
S041,SKU00042,10
S057,SKU00010,3
S037,SKU00052,1
S016,SKU00004,0
S027,SKU00071,2
S013,SKU00056,5
S002,SKU00016,11
S051,SKU00046,15
S044,SKU00077,6
S059,SKU00058,4
S028,SKU00015,4
S064,SKU00071,1
S005,SKU00040,24
S037,SKU00076,1
S011,SKU00031,7
S017,SKU00009,17
S022,SKU00025,11
S031,SKU00066,5
S045,SKU00041,9
S004,SKU00056,0
S024,SKU00056,0
S008,SKU00067,0
S008,SKU00064,9
S021,SKU00076,4
S028,SKU00075,6
S022,SKU00010,7
S033,SKU00037,0
S057,SKU00029,11
S028,SKU00054,3
S008,SKU00052,0
S007,SKU00045,14
S020,SKU00059,0
S012,SKU00046,8
S038,SKU00039,11
S030,SKU00038,3
S005,SKU00032,20
S007,SKU00055,2
S029,SKU00071,4
S053,SKU00058,5
S035,SKU00008,3
S022,SKU00029,13
S044,SKU00033,9
S017,SKU00043,2
S019,SKU00046,11
S016,SKU00050,11
S032,SKU00015,4
S039,SKU00054,1
S016,SKU00042,0
S040,SKU00051,5
S022,SKU00026,1
S044,SKU00004,12
S003,SKU00017,26
S009,SKU00059,1
S020,SKU00051,7
S032,SKU00075,4
S013,SKU00039,26
S002,SKU00073,6
S060,SKU00072,3
S043,SKU00017,10
S016,SKU00063,2
S003,SKU00030,20
S015,SKU00002,2
S015,SKU00061,9
S011,SKU00015,9
S017,SKU00068,7
S004,SKU00036,0
S058,SKU00038,0
S059,SKU00070,0
S004,SKU00039,4
S018,SKU00037,29
S043,SKU00030,0
S033,SKU00038,1
S011,SKU00075,7
S006,SKU00045,0
S032,SKU00054,0
S042,SKU00024,7
S007,SKU00001,2
S009,SKU00051,8
S055,SKU00021,10
S050,SKU00036,1
S006,SKU00055,0
S033,SKU00070,1
S035,SKU00040,0
S034,SKU00041,0
S011,SKU00054,7
S010,SKU00077,6
S004,SKU00058,4
S024,SKU00058,5
S026,SKU00003,8
S013,SKU00016,20
S062,SKU00047,3
S036,SKU00004,11
S053,SKU00070,2
S050,SKU00058,0
S021,SKU00018,9
S019,SKU00074,0
S044,SKU00042,2
S055,SKU00068,0
S062,SKU00057,3
S004,SKU00016,17
S024,SKU00016,2
S051,SKU00020,12
S052,SKU00019,11
S013,SKU00033,17
S030,SKU00031,6
S038,SKU00070,4
S064,SKU00030,0
S018,SKU00038,9
S055,SKU00012,9
S046,SKU00061,5
S021,SKU00009,1
S040,SKU00080,3
S051,SKU00010,3
S059,SKU00031,16
S020,SKU00080,6
S010,SKU00004,1
S017,SKU00037,1
S034,SKU00049,2
S026,SKU00034,0
S029,SKU00017,7
S058,SKU00031,9
S062,SKU00035,1
S030,SKU00063,5
S033,SKU00031,10
S015,SKU00011,3
S015,SKU00044,10
S024,SKU00070,0
S031,SKU00003,13
S036,SKU00050,0
S041,SKU00046,6
S036,SKU00042,1
S029,SKU00030,3
S012,SKU00025,17
S012,SKU00014,21
S009,SKU00080,8
S006,SKU00051,5
S004,SKU00073,9
S032,SKU00041,12
S021,SKU00043,9
S036,SKU00063,2
S057,SKU00059,5
S016,SKU00071,7
S003,SKU00045,19
S002,SKU00015,20
S027,SKU00014,9
S040,SKU00005,3
S053,SKU00031,0
S019,SKU00025,14
S015,SKU00032,11
S023,SKU00058,3
S061,SKU00063,2
S020,SKU00005,8
S064,SKU00014,4
S003,SKU00055,2
S019,SKU00010,2
S050,SKU00073,3
S008,SKU00013,23
S001,SKU00023,8
S038,SKU00031,4
S022,SKU00059,1
S010,SKU00050,13
S049,SKU00039,15
S010,SKU00042,3
S012,SKU00029,14
S030,SKU00054,2
S017,SKU00077,5
S025,SKU00023,4
S059,SKU00075,2
S009,SKU00005,15
S041,SKU00007,10
S027,SKU00029,14
S058,SKU00015,1
S045,SKU00055,0
S019,SKU00029,19
S015,SKU00078,1
S034,SKU00026,1
S060,SKU00011,10
S060,SKU00044,0
S062,SKU00012,11
S058,SKU00075,2
S056,SKU00034,5
S022,SKU00051,2
S033,SKU00075,4
S059,SKU00054,4
S015,SKU00062,1
S046,SKU00044,5
S039,SKU00017,2
S004,SKU00031,25
S043,SKU00001,19
S018,SKU00050,28
S023,SKU00038,3
S001,SKU00067,10
S058,SKU00054,0
S064,SKU00019,12
S026,SKU00060,0
S039,SKU00030,8
S033,SKU00054,2
S053,SKU00015,1
S048,SKU00005,14
S026,SKU00027,6
S050,SKU00031,13
S053,SKU00075,1
S023,SKU00070,2
S025,SKU00067,0
S018,SKU00063,7
S055,SKU00077,0
S043,SKU00066,6
S014,SKU00079,6
S038,SKU00015,7
S031,SKU00069,0
S017,SKU00004,24
S038,SKU00075,4
S031,SKU00072,1
S005,SKU00065,0
S037,SKU00037,0
S029,SKU00019,5
S029,SKU00045,14
S041,SKU00020,1
S021,SKU00037,14
S038,SKU00054,3
S042,SKU00047,3
S044,SKU00046,12
S008,SKU00036,16
S008,SKU00039,29
S049,SKU00070,3
S015,SKU00006,15
S001,SKU00047,6
S034,SKU00045,5
S016,SKU00017,18
S042,SKU00057,0
S004,SKU00015,13
S024,SKU00015,7
S013,SKU00022,5
S041,SKU00025,13
S004,SKU00075,9
S015,SKU00079,7
S006,SKU00005,12
S016,SKU00030,6
S002,SKU00041,5
S030,SKU00041,9
S032,SKU00026,4
S045,SKU00051,2
S050,SKU00015,2
S056,SKU00060,6
S064,SKU00066,0
S022,SKU00080,3
S017,SKU00050,21
S056,SKU00027,2
S026,SKU00008,10
S050,SKU00075,0
S004,SKU00054,11
S024,SKU00054,4
S035,SKU00023,4
S023,SKU00031,4
S014,SKU00064,0
S029,SKU00001,4
S010,SKU00071,3
S059,SKU00041,9
S028,SKU00045,5
S017,SKU00063,3
S008,SKU00016,7
S041,SKU00029,2
S050,SKU00054,2
S060,SKU00024,13
S005,SKU00047,15
S021,SKU00038,7
S001,SKU00053,0
S014,SKU00052,3
S058,SKU00041,0
S052,SKU00003,7
S001,SKU00035,13
S005,SKU00057,8
S005,SKU00018,12
S029,SKU00066,1
S060,SKU00006,4
S025,SKU00053,4
S007,SKU00069,6
S035,SKU00065,3
S039,SKU00045,3
S013,SKU00046,14
S007,SKU00072,8
S055,SKU00042,4
S016,SKU00014,15
S039,SKU00055,6
S053,SKU00041,6
S002,SKU00049,1
S019,SKU00059,8
S010,SKU00046,4
S028,SKU00001,5
S008,SKU00070,1
S065,SKU00079,4
S038,SKU00041,0
S030,SKU00017,6
S037,SKU00004,3
S062,SKU00033,12
S005,SKU00035,8
S023,SKU00075,0
S021,SKU00004,8
S034,SKU00051,5
S008,SKU00073,6
S011,SKU00045,21
S015,SKU00076,6
S012,SKU00028,15
S054,SKU00069,6
S039,SKU00001,13
S011,SKU00055,0
S013,SKU00007,11
S054,SKU00072,1
S005,SKU00021,22
S061,SKU00017,1
S027,SKU00028,3
S048,SKU00061,2
S016,SKU00019,22
S005,SKU00043,12
S019,SKU00028,15
S004,SKU00007,24
S024,SKU00007,7
S064,SKU00028,5
S004,SKU00041,6
S013,SKU00074,6
S024,SKU00041,2
S047,SKU00048,16
S014,SKU00053,4
S035,SKU00057,5
S039,SKU00066,3
S063,SKU00058,1
S024,SKU00074,3
S002,SKU00026,16
S050,SKU00041,1
S005,SKU00068,6
S049,SKU00022,10
S037,SKU00050,12
S011,SKU00001,21
S017,SKU00071,1
S065,SKU00064,4
S012,SKU00003,17
S008,SKU00031,5
S063,SKU00016,1
S062,SKU00042,13
S044,SKU00029,6
S001,SKU00056,2
S003,SKU00034,14
S005,SKU00012,4
S060,SKU00076,2
S021,SKU00063,2
S043,SKU00034,7
S064,SKU00003,8
S025,SKU00056,5
S013,SKU00049,13
S006,SKU00002,21
S013,SKU00020,9
S044,SKU00019,3
S018,SKU00017,21
S004,SKU00049,24
S024,SKU00020,0
S016,SKU00066,11
S035,SKU00021,15
S018,SKU00030,0
S041,SKU00059,0
S013,SKU00025,0
S015,SKU00018,11
S050,SKU00049,4
S013,SKU00010,8
S003,SKU00069,0
S002,SKU00045,16
S014,SKU00013,21
S048,SKU00044,14
S010,SKU00025,10
S030,SKU00045,4
S007,SKU00040,16
S003,SKU00072,1
S010,SKU00014,6
S008,SKU00015,22
S024,SKU00010,7
S001,SKU00036,23
S038,SKU00026,6
S063,SKU00073,0
S002,SKU00055,1
S043,SKU00072,4
S008,SKU00075,4
S007,SKU00011,12
S007,SKU00044,1
S015,SKU00009,19
S034,SKU00005,9
S042,SKU00077,4
S025,SKU00036,4
S036,SKU00019,9
S025,SKU00039,0
S055,SKU00046,14
S008,SKU00054,7
S001,SKU00058,2
S013,SKU00026,7
S059,SKU00055,1
S007,SKU00032,14
S058,SKU00045,9
S049,SKU00007,0
S004,SKU00026,5
S024,SKU00026,1
S015,SKU00013,18
S025,SKU00058,6
S012,SKU00048,0
S029,SKU00034,6
S017,SKU00017,21
S001,SKU00016,20
S028,SKU00005,1
S015,SKU00043,19
S010,SKU00019,5
S062,SKU00022,3
S006,SKU00011,8
S006,SKU00044,11
S054,SKU00011,8
S053,SKU00045,6
S019,SKU00048,18
S025,SKU00016,12
S040,SKU00006,2
S021,SKU00071,0
S001,SKU00033,2
S003,SKU00002,6
S059,SKU00001,1
S005,SKU00077,2
S007,SKU00078,10
S053,SKU00055,0
S015,SKU00068,10
S043,SKU00002,2
S040,SKU00079,7
S012,SKU00060,1
S023,SKU00017,4
S007,SKU00062,4
S006,SKU00032,12
S054,SKU00032,6
S026,SKU00023,0
S038,SKU00055,3
S027,SKU00060,4
S014,SKU00036,27
S015,SKU00012,11
S018,SKU00019,26
S018,SKU00045,0
S019,SKU00060,4
S029,SKU00069,3
S041,SKU00080,2
S001,SKU00070,1
S061,SKU00066,1
S002,SKU00051,7
S044,SKU00059,0
S064,SKU00027,11
S029,SKU00072,0
S049,SKU00020,0
S058,SKU00066,4
S009,SKU00079,5
S053,SKU00001,5
S001,SKU00073,0
S046,SKU00013,8
S005,SKU00033,25
S034,SKU00072,1
S011,SKU00005,0
S014,SKU00058,1
S006,SKU00078,3
S060,SKU00043,16
S017,SKU00014,15
S026,SKU00065,2
S005,SKU00004,9
S042,SKU00042,5
S006,SKU00062,11
S007,SKU00024,13
S053,SKU00019,3
S054,SKU00062,0
S008,SKU00041,16
S048,SKU00006,0
S049,SKU00010,11
S016,SKU00003,12
S029,SKU00027,8
S007,SKU00006,1
S018,SKU00001,10
S044,SKU00028,5
S020,SKU00064,4
S028,SKU00072,0
S012,SKU00008,0
S015,SKU00037,11
S056,SKU00023,10
S043,SKU00040,8
S040,SKU00052,2
S003,SKU00011,11
S020,SKU00052,0
S018,SKU00066,1
S029,SKU00002,9
S043,SKU00011,3
S014,SKU00038,3
S019,SKU00008,11
S040,SKU00076,6
S017,SKU00019,19
S017,SKU00045,0
S009,SKU00064,1
S013,SKU00059,5
S037,SKU00017,5
S035,SKU00016,17
S038,SKU00051,5
S031,SKU00065,5
S039,SKU00072,4
S005,SKU00042,9
S021,SKU00017,9
S034,SKU00002,3
S034,SKU00061,6
S014,SKU00070,5
S025,SKU00031,15
S016,SKU00034,13
S003,SKU00032,25
S006,SKU00006,24
S021,SKU00030,2
S045,SKU00011,0
S010,SKU00059,11
S043,SKU00032,1
S008,SKU00049,8
S044,SKU00003,6
S045,SKU00044,10
S035,SKU00033,4
S054,SKU00006,8
S055,SKU00029,8
S014,SKU00073,10
S036,SKU00028,6
S006,SKU00079,4
S013,SKU00051,5
S023,SKU00045,16
S011,SKU00069,0
S023,SKU00055,0
S045,SKU00032,12
S024,SKU00051,4
S015,SKU00038,12
S015,SKU00077,4
S060,SKU00037,11
S011,SKU00072,4
S013,SKU00028,20
S028,SKU00002,9
S028,SKU00061,7
S017,SKU00001,9
S003,SKU00078,8
S046,SKU00037,10
S002,SKU00005,14
S043,SKU00078,2
S003,SKU00062,8
S062,SKU00020,7
S065,SKU00037,6
S048,SKU00076,1
S010,SKU00028,11
S026,SKU00035,4
S042,SKU00022,1
S016,SKU00048,2
S031,SKU00047,4
S036,SKU00003,8
S017,SKU00066,5
S001,SKU00022,2
S063,SKU00007,6
S007,SKU00076,1
S045,SKU00078,5
S023,SKU00001,9
S029,SKU00040,6
S031,SKU00057,4
S026,SKU00021,4
S014,SKU00031,8
S008,SKU00026,26
S035,SKU00042,15
S032,SKU00061,0
S015,SKU00004,18
S007,SKU00065,7
S016,SKU00060,6
S034,SKU00011,1
S060,SKU00077,0
S030,SKU00034,7
S010,SKU00003,10
S043,SKU00024,10
S046,SKU00038,10
S011,SKU00002,13
S011,SKU00061,7
S053,SKU00005,10
S013,SKU00080,5
S065,SKU00038,1
S006,SKU00076,4
S040,SKU00009,14
S034,SKU00032,2
S037,SKU00019,0
S037,SKU00045,16
S042,SKU00046,11
S021,SKU00019,0
S024,SKU00080,4
S021,SKU00045,1
S028,SKU00040,13
S065,SKU00070,1
S005,SKU00071,5
S038,SKU00005,4
S056,SKU00035,14
S058,SKU00034,9
S057,SKU00052,0
S028,SKU00011,2
S031,SKU00021,16
S033,SKU00034,8
S014,SKU00015,12
S022,SKU00064,2
S054,SKU00065,0
S014,SKU00075,5
S030,SKU00069,4
S009,SKU00009,0
S060,SKU00004,10
S008,SKU00045,1
S020,SKU00013,18
S030,SKU00072,0
S034,SKU00078,5
S022,SKU00052,4
S044,SKU00027,1
S028,SKU00032,11
S015,SKU00063,0
S014,SKU00054,10
S063,SKU00010,13
S008,SKU00055,7
S031,SKU00068,3
S004,SKU00005,10
S024,SKU00005,4
S034,SKU00062,4
S049,SKU00051,0
S026,SKU00056,2
S016,SKU00008,16
S055,SKU00059,6
S005,SKU00046,7
S001,SKU00007,23
S061,SKU00072,3
S058,SKU00069,4
S042,SKU00074,5
S031,SKU00012,12
S039,SKU00032,7
S032,SKU00044,9
S047,SKU00052,3
S011,SKU00040,20
S025,SKU00007,5
S025,SKU00041,16
S035,SKU00022,15
S029,SKU00024,0
S011,SKU00011,16
S011,SKU00044,4
S028,SKU00062,2
S036,SKU00060,1
S053,SKU00069,0
S010,SKU00048,15
S048,SKU00013,4
S053,SKU00072,5
S006,SKU00018,17
S002,SKU00002,27
S017,SKU00003,1
S030,SKU00002,10
S011,SKU00032,3
S034,SKU00006,0
S007,SKU00043,8
S045,SKU00052,2
S056,SKU00056,2
S034,SKU00079,2
S006,SKU00009,17
S001,SKU00049,8
S018,SKU00069,11
S032,SKU00078,1
S001,SKU00020,7
S003,SKU00065,9
S059,SKU00002,11
S010,SKU00027,4
S045,SKU00076,0
S018,SKU00072,4
S028,SKU00024,2
S043,SKU00065,1
S008,SKU00051,9
S049,SKU00080,2
S035,SKU00046,5
S012,SKU00023,14
S025,SKU00049,12
S007,SKU00068,10
S025,SKU00020,3
S033,SKU00002,2
S040,SKU00037,12
S014,SKU00041,19
S028,SKU00006,7
S020,SKU00037,27
S027,SKU00023,0
S011,SKU00062,11
S051,SKU00067,2
S001,SKU00010,6
S019,SKU00023,11
S017,SKU00034,13
S026,SKU00016,2
S015,SKU00071,6
S064,SKU00023,15
S039,SKU00024,7
S007,SKU00012,21
S054,SKU00021,0
S053,SKU00061,1
S006,SKU00043,16
S051,SKU00052,1
S054,SKU00043,3
S018,SKU00027,15
S055,SKU00080,3
S042,SKU00029,12
S026,SKU00033,11
S009,SKU00037,2
S049,SKU00005,5
S038,SKU00002,8
S012,SKU00067,10
S001,SKU00029,5
S057,SKU00013,4
S006,SKU00068,0
S030,SKU00040,0
S054,SKU00068,0
S005,SKU00025,25
S001,SKU00026,7
S062,SKU00028,2
S005,SKU00014,13
S002,SKU00044,14
S011,SKU00024,6
S019,SKU00067,3
S019,SKU00064,7
S018,SKU00002,3
S030,SKU00011,6
S032,SKU00006,12
S035,SKU00074,1
S003,SKU00057,8
S064,SKU00067,0
S010,SKU00008,7
S017,SKU00069,2
S003,SKU00018,20
S040,SKU00038,0
S006,SKU00012,2
S022,SKU00013,7
S043,SKU00057,0
S054,SKU00012,5
S020,SKU00038,2
S059,SKU00040,13
S032,SKU00079,4
S017,SKU00072,2
S011,SKU00006,11
S034,SKU00076,0
S004,SKU00061,8
S024,SKU00061,3
S002,SKU00032,2
S059,SKU00011,0
S059,SKU00044,1
S030,SKU00032,9
S020,SKU00070,10
S058,SKU00040,5
S056,SKU00016,12
S005,SKU00029,25
S023,SKU00069,2
S050,SKU00002,0
S021,SKU00003,3
S009,SKU00038,6
S050,SKU00061,4
S058,SKU00044,10
S026,SKU00042,5
S023,SKU00072,2
S059,SKU00032,10
S056,SKU00033,2
S053,SKU00040,2
S051,SKU00053,1
S035,SKU00020,11
S002,SKU00078,1
S058,SKU00032,3
S030,SKU00078,0
S063,SKU00051,4
S033,SKU00032,0
S053,SKU00011,11
S003,SKU00021,15
S030,SKU00062,0
S008,SKU00005,2
S048,SKU00038,16
S006,SKU00037,0
S043,SKU00021,7
