store_id,sku,in_range
S018,SKU00047,1
S018,SKU00048,1
S018,SKU00049,1
S018,SKU00050,1
S018,SKU00052,1
S018,SKU00053,1
S018,SKU00055,1
S018,SKU00056,1
S018,SKU00057,1
S018,SKU00058,1
S018,SKU00059,1
S018,SKU00060,1
S018,SKU00061,1
S018,SKU00062,1
S018,SKU00063,1
S018,SKU00064,1
S018,SKU00065,1
S018,SKU00066,1
S018,SKU00067,1
S018,SKU00068,1
S018,SKU00069,1
S018,SKU00070,1
S018,SKU00071,1
S018,SKU00072,1
S018,SKU00074,1
S018,SKU00077,1
S018,SKU00078,1
S018,SKU00079,1
S018,SKU00080,1
S019,SKU00001,1
S019,SKU00003,1
S019,SKU00004,1
S019,SKU00005,1
S019,SKU00006,1
S019,SKU00007,1
S019,SKU00008,1
S019,SKU00009,1
S019,SKU00010,1
S019,SKU00011,1
S019,SKU00012,1
S019,SKU00013,1
S019,SKU00015,1
S019,SKU00016,1
S019,SKU00017,1
S019,SKU00018,1
S019,SKU00019,1
S019,SKU00020,1
S019,SKU00021,1
S019,SKU00022,1
S019,SKU00023,1
S019,SKU00024,1
S019,SKU00025,1
S019,SKU00026,1
S019,SKU00027,1
S019,SKU00028,1
S019,SKU00029,1
S019,SKU00031,1
S019,SKU00033,1
S019,SKU00034,1
S019,SKU00035,1
S019,SKU00036,1
S019,SKU00037,1
S019,SKU00038,1
S019,SKU00039,1
S019,SKU00040,1
S019,SKU00041,1
S019,SKU00042,1
S019,SKU00043,1
S019,SKU00044,1
S019,SKU00045,1
S019,SKU00046,1
S019,SKU00047,1
S019,SKU00048,1
S019,SKU00050,1
S019,SKU00051,1
S019,SKU00052,1
S019,SKU00053,1
S019,SKU00054,1
S019,SKU00055,1
S019,SKU00056,1
S019,SKU00057,1
S019,SKU00058,1
S019,SKU00059,1
S019,SKU00060,1
S019,SKU00061,1
S019,SKU00062,1
S019,SKU00063,1
S019,SKU00064,1
S019,SKU00066,1
S019,SKU00067,1
S019,SKU00068,1
S019,SKU00069,1
S019,SKU00070,1
S019,SKU00072,1
S019,SKU00073,1
S019,SKU00074,1
S019,SKU00075,1
S019,SKU00076,1
S019,SKU00077,1
S019,SKU00078,1
S019,SKU00079,1
S020,SKU00001,1
S020,SKU00003,1
S020,SKU00004,1
S020,SKU00005,1
S020,SKU00006,1
S020,SKU00007,1
S020,SKU00008,1
S020,SKU00009,1
S020,SKU00011,1
S020,SKU00012,1
S020,SKU00013,1
S020,SKU00014,1
S020,SKU00015,1
S020,SKU00016,1
S020,SKU00017,1
S020,SKU00018,1
S020,SKU00019,1
S020,SKU00020,1
S020,SKU00022,1
S020,SKU00023,1
S020,SKU00024,1
S020,SKU00025,1
S020,SKU00026,1
S020,SKU00027,1
S020,SKU00028,1
S020,SKU00029,1
S020,SKU00030,1
S020,SKU00031,1
S020,SKU00032,1
S020,SKU00033,1
S020,SKU00034,1
S020,SKU00035,1
S020,SKU00036,1
S020,SKU00037,1
S020,SKU00038,1
S020,SKU00039,1
S020,SKU00041,1
S020,SKU00042,1
S020,SKU00043,1
S020,SKU00044,1
S020,SKU00045,1
S020,SKU00046,1
S020,SKU00047,1
S020,SKU00048,1
S020,SKU00049,1
S020,SKU00050,1
S020,SKU00051,1
S020,SKU00052,1
S020,SKU00053,1
S020,SKU00054,1
S020,SKU00056,1
S020,SKU00057,1
S020,SKU00058,1
S020,SKU00059,1
S020,SKU00060,1
S020,SKU00061,1
S020,SKU00062,1
S020,SKU00063,1
S020,SKU00064,1
S020,SKU00065,1
S020,SKU00066,1
S020,SKU00067,1
S020,SKU00068,1
S020,SKU00069,1
S020,SKU00070,1
S020,SKU00071,1
S020,SKU00072,1
S020,SKU00073,1
S020,SKU00074,1
S020,SKU00075,1
S020,SKU00076,1
S020,SKU00077,1
S020,SKU00078,1
S020,SKU00080,1
S021,SKU00002,1
S021,SKU00003,1
S021,SKU00004,1
S021,SKU00005,1
S021,SKU00008,1
S021,SKU00009,1
S021,SKU00011,1
S021,SKU00015,1
S021,SKU00016,1
S021,SKU00017,1
S021,SKU00018,1
S021,SKU00019,1
S021,SKU00020,1
S021,SKU00021,1
S021,SKU00023,1
S021,SKU00026,1
S021,SKU00028,1
S021,SKU00030,1
S021,SKU00033,1
S021,SKU00034,1
S021,SKU00035,1
S021,SKU00036,1
S021,SKU00037,1
S021,SKU00038,1
S021,SKU00039,1
S021,SKU00040,1
S021,SKU00041,1
S021,SKU00042,1
S021,SKU00043,1
S021,SKU00044,1
S021,SKU00045,1
S021,SKU00048,1
S021,SKU00049,1
S021,SKU00051,1
S021,SKU00053,1
S021,SKU00055,1
S021,SKU00058,1
S021,SKU00062,1
S021,SKU00063,1
S021,SKU00067,1
S021,SKU00069,1
S021,SKU00070,1
S021,SKU00071,1
S021,SKU00072,1
S021,SKU00074,1
S021,SKU00076,1
S021,SKU00078,1
S021,SKU00079,1
S021,SKU00080,1
S022,SKU00001,1
S022,SKU00003,1
S022,SKU00008,1
S022,SKU00009,1
S022,SKU00010,1
S022,SKU00011,1
S022,SKU00013,1
S022,SKU00014,1
S022,SKU00015,1
S022,SKU00017,1
S022,SKU00018,1
S022,SKU00021,1
S022,SKU00023,1
S022,SKU00024,1
S022,SKU00025,1
S022,SKU00026,1
S022,SKU00027,1
S022,SKU00029,1
S022,SKU00030,1
S022,SKU00031,1
S022,SKU00033,1
S022,SKU00034,1
S022,SKU00037,1
S022,SKU00038,1
S022,SKU00040,1
S022,SKU00045,1
S022,SKU00046,1
S022,SKU00048,1
S022,SKU00049,1
S022,SKU00050,1
S022,SKU00051,1
S022,SKU00052,1
S022,SKU00053,1
S022,SKU00056,1
S022,SKU00057,1
S022,SKU00058,1
S022,SKU00059,1
S022,SKU00061,1
S022,SKU00062,1
S022,SKU00063,1
S022,SKU00064,1
S022,SKU00066,1
S022,SKU00068,1
S022,SKU00069,1
S022,SKU00071,1
S022,SKU00074,1
S022,SKU00075,1
S022,SKU00077,1
S022,SKU00078,1
S022,SKU00080,1
S023,SKU00001,1
S023,SKU00002,1
S023,SKU00006,1
S023,SKU00008,1
S023,SKU00011,1
S023,SKU00012,1
S023,SKU00017,1
S023,SKU00018,1
S023,SKU00019,1
S023,SKU00021,1
S023,SKU00023,1
S023,SKU00024,1
S023,SKU00027,1
S023,SKU00028,1
S023,SKU00029,1
S023,SKU00030,1
S023,SKU00031,1
S023,SKU00032,1
S023,SKU00033,1
S023,SKU00036,1
S023,SKU00038,1
S023,SKU00042,1
S023,SKU00043,1
S023,SKU00045,1
S023,SKU00046,1
S023,SKU00047,1
S023,SKU00048,1
S023,SKU00049,1
S023,SKU00050,1
S023,SKU00053,1
S023,SKU00055,1
S023,SKU00058,1
S023,SKU00059,1
S023,SKU00060,1
S023,SKU00061,1
S023,SKU00062,1
S023,SKU00065,1
S023,SKU00066,1
S023,SKU00068,1
S023,SKU00069,1
S023,SKU00070,1
S023,SKU00071,1
S023,SKU00072,1
S023,SKU00074,1
S023,SKU00075,1
S023,SKU00076,1
S023,SKU00077,1
S023,SKU00078,1
S023,SKU00080,1
S024,SKU00001,1
S024,SKU00004,1
S024,SKU00005,1
S024,SKU00007,1
S024,SKU00008,1
S024,SKU00009,1
S024,SKU00010,1
S024,SKU00011,1
S024,SKU00012,1
S024,SKU00013,1
S024,SKU00014,1
S024,SKU00015,1
S024,SKU00016,1
S024,SKU00017,1
S024,SKU00018,1
S024,SKU00019,1
S024,SKU00020,1
S024,SKU00022,1
S024,SKU00023,1
S024,SKU00024,1
S024,SKU00025,1
S024,SKU00026,1
S024,SKU00029,1
S024,SKU00032,1
S024,SKU00033,1
S024,SKU00034,1
S024,SKU00035,1
S024,SKU00038,1
S024,SKU00040,1
S024,SKU00041,1
S024,SKU00045,1
S024,SKU00046,1
S024,SKU00048,1
S024,SKU00051,1
S024,SKU00054,1
S024,SKU00056,1
S024,SKU00057,1
S024,SKU00058,1
S024,SKU00059,1
S024,SKU00061,1
S024,SKU00062,1
S024,SKU00063,1
S024,SKU00064,1
S024,SKU00066,1
S024,SKU00067,1
S024,SKU00069,1
S024,SKU00070,1
S024,SKU00071,1
S024,SKU00074,1
S024,SKU00076,1
S024,SKU00079,1
S024,SKU00080,1
S025,SKU00001,1
S025,SKU00002,1
S025,SKU00003,1
S025,SKU00005,1
S025,SKU00007,1
S025,SKU00008,1
S025,SKU00009,1
S025,SKU00011,1
S025,SKU00012,1
S025,SKU00013,1
S025,SKU00016,1
S025,SKU00017,1
S025,SKU00019,1
S025,SKU00020,1
S025,SKU00021,1
S025,SKU00023,1
S025,SKU00024,1
S025,SKU00025,1
S025,SKU00029,1
S025,SKU00030,1
S025,SKU00031,1
S025,SKU00036,1
S025,SKU00037,1
S025,SKU00038,1
S025,SKU00039,1
S025,SKU00041,1
S025,SKU00043,1
S025,SKU00047,1
S025,SKU00049,1
S025,SKU00050,1
S025,SKU00051,1
S025,SKU00052,1
S025,SKU00053,1
S025,SKU00056,1
S025,SKU00058,1
S025,SKU00059,1
S025,SKU00061,1
S025,SKU00063,1
S025,SKU00066,1
S025,SKU00067,1
S025,SKU00069,1
S025,SKU00071,1
S025,SKU00074,1
S025,SKU00076,1
S025,SKU00077,1
S025,SKU00078,1
S025,SKU00079,1
S026,SKU00001,1
S026,SKU00003,1
S026,SKU00004,1
S026,SKU00005,1
S026,SKU00006,1
S026,SKU00007,1
S026,SKU00008,1
S026,SKU00009,1
S026,SKU00011,1
S026,SKU00014,1
S026,SKU00015,1
S026,SKU00016,1
S026,SKU00017,1
S026,SKU00018,1
S026,SKU00019,1
S026,SKU00021,1
S026,SKU00022,1
S026,SKU00023,1
S026,SKU00024,1
S026,SKU00025,1
S026,SKU00027,1
S026,SKU00030,1
S026,SKU00033,1
S026,SKU00034,1
S026,SKU00035,1
S026,SKU00037,1
S026,SKU00039,1
S026,SKU00041,1
S026,SKU00042,1
S026,SKU00043,1
S026,SKU00044,1
S026,SKU00049,1
S026,SKU00051,1
S026,SKU00053,1
S026,SKU00054,1
S026,SKU00055,1
S026,SKU00056,1
S026,SKU00058,1
S026,SKU00059,1
S026,SKU00060,1
S026,SKU00061,1
S026,SKU00062,1
S026,SKU00063,1
S026,SKU00064,1
S026,SKU00065,1
S026,SKU00067,1
S026,SKU00072,1
S026,SKU00073,1
S026,SKU00074,1
S026,SKU00075,1
S026,SKU00076,1
S026,SKU00078,1
S026,SKU00079,1
S026,SKU00080,1
S027,SKU00001,1
S027,SKU00002,1
S027,SKU00004,1
S027,SKU00010,1
S027,SKU00011,1
S027,SKU00012,1
S027,SKU00013,1
S027,SKU00014,1
S027,SKU00015,1
S027,SKU00016,1
S027,SKU00017,1
S027,SKU00019,1
S027,SKU00021,1
S027,SKU00022,1
S027,SKU00023,1
S027,SKU00024,1
S027,SKU00027,1
S027,SKU00028,1
S027,SKU00029,1
S027,SKU00032,1
S027,SKU00033,1
S027,SKU00035,1
S027,SKU00037,1
S027,SKU00040,1
S027,SKU00041,1
S027,SKU00042,1
S027,SKU00043,1
S027,SKU00045,1
S027,SKU00047,1
S027,SKU00049,1
S027,SKU00052,1
S027,SKU00054,1
S027,SKU00055,1
S027,SKU00057,1
S027,SKU00060,1
S027,SKU00062,1
S027,SKU00063,1
S027,SKU00065,1
S027,SKU00066,1
S027,SKU00068,1
S027,SKU00071,1
S027,SKU00072,1
S027,SKU00075,1
S027,SKU00076,1
S027,SKU00078,1
S027,SKU00080,1
S028,SKU00001,1
S028,SKU00002,1
S028,SKU00003,1
S028,SKU00004,1
S028,SKU00005,1
S028,SKU00006,1
S028,SKU00007,1
S028,SKU00008,1
S028,SKU00009,1
S028,SKU00010,1
S028,SKU00011,1
S028,SKU00012,1
S028,SKU00013,1
S028,SKU00014,1
S028,SKU00015,1
S028,SKU00016,1
S028,SKU00017,1
S028,SKU00018,1
S028,SKU00019,1
S028,SKU00023,1
S028,SKU00024,1
S028,SKU00025,1
S028,SKU00026,1
S028,SKU00027,1
S028,SKU00028,1
S028,SKU00029,1
S028,SKU00030,1
S028,SKU00031,1
S028,SKU00032,1
S028,SKU00033,1
S028,SKU00034,1
S028,SKU00035,1
S028,SKU00036,1
S028,SKU00037,1
S028,SKU00038,1
S028,SKU00039,1
S028,SKU00040,1
S028,SKU00042,1
S028,SKU00043,1
S028,SKU00045,1
S028,SKU00046,1
S028,SKU00050,1
S028,SKU00051,1
S028,SKU00053,1
S028,SKU00054,1
S028,SKU00057,1
S028,SKU00059,1
S028,SKU00060,1
S028,SKU00061,1
S028,SKU00062,1
S028,SKU00064,1
S028,SKU00065,1
S028,SKU00066,1
S028,SKU00067,1
S028,SKU00068,1
S028,SKU00070,1
S028,SKU00072,1
S028,SKU00074,1
S028,SKU00075,1
S028,SKU00079,1
S028,SKU00080,1
S029,SKU00001,1
S029,SKU00002,1
S029,SKU00006,1
S029,SKU00008,1
S029,SKU00009,1
S029,SKU00010,1
S029,SKU00013,1
S029,SKU00015,1
S029,SKU00017,1
S029,SKU00018,1
S029,SKU00019,1
S029,SKU00022,1
S029,SKU00023,1
S029,SKU00024,1
S029,SKU00027,1
S029,SKU00030,1
S029,SKU00031,1
S029,SKU00032,1
S029,SKU00033,1
S029,SKU00034,1
S029,SKU00035,1
S029,SKU00036,1
S029,SKU00037,1
S029,SKU00038,1
S029,SKU00040,1
S029,SKU00041,1
S029,SKU00042,1
S029,SKU00043,1
S029,SKU00044,1
S029,SKU00045,1
S029,SKU00047,1
S029,SKU00049,1
S029,SKU00050,1
S029,SKU00051,1
S029,SKU00052,1
S029,SKU00053,1
S029,SKU00054,1
S029,SKU00055,1
S029,SKU00057,1
S029,SKU00058,1
S029,SKU00060,1
S029,SKU00062,1
S029,SKU00064,1
S029,SKU00066,1
S029,SKU00067,1
S029,SKU00068,1
S029,SKU00069,1
S029,SKU00071,1
S029,SKU00072,1
S029,SKU00073,1
S029,SKU00074,1
S029,SKU00075,1
S029,SKU00076,1
S029,SKU00077,1
S029,SKU00078,1
S029,SKU00079,1
S029,SKU00080,1
S030,SKU00002,1
S030,SKU00005,1
S030,SKU00006,1
S030,SKU00008,1
S030,SKU00009,1
S030,SKU00010,1
S030,SKU00011,1
S030,SKU00013,1
S030,SKU00014,1
S030,SKU00015,1
S030,SKU00016,1
S030,SKU00017,1
S030,SKU00018,1
S030,SKU00020,1
S030,SKU00023,1
S030,SKU00024,1
S030,SKU00025,1
S030,SKU00026,1
S030,SKU00027,1
S030,SKU00028,1
S030,SKU00029,1
S030,SKU00031,1
S030,SKU00032,1
S030,SKU00033,1
S030,SKU00034,1
S030,SKU00035,1
S030,SKU00036,1
S030,SKU00038,1
S030,SKU00040,1
S030,SKU00041,1
S030,SKU00042,1
S030,SKU00043,1
S030,SKU00044,1
S030,SKU00045,1
S030,SKU00046,1
S030,SKU00047,1
S030,SKU00048,1
S030,SKU00051,1
S030,SKU00052,1
S030,SKU00054,1
S030,SKU00056,1
S030,SKU00057,1
S030,SKU00058,1
S030,SKU00060,1
S030,SKU00061,1
S030,SKU00062,1
S030,SKU00063,1
S030,SKU00064,1
S030,SKU00067,1
S030,SKU00068,1
S030,SKU00069,1
S030,SKU00072,1
S030,SKU00074,1
S030,SKU00076,1
S030,SKU00078,1
S031,SKU00001,1
S031,SKU00003,1
S031,SKU00004,1
S031,SKU00006,1
S031,SKU00009,1
S031,SKU00011,1
S031,SKU00012,1
S031,SKU00014,1
S031,SKU00015,1
S031,SKU00016,1
S031,SKU00017,1
S031,SKU00018,1
S031,SKU00019,1
S031,SKU00020,1
S031,SKU00021,1
S031,SKU00022,1
S031,SKU00023,1
S031,SKU00025,1
S031,SKU00026,1
S031,SKU00030,1
S031,SKU00036,1
S031,SKU00038,1
S031,SKU00043,1
S031,SKU00044,1
S031,SKU00045,1
S031,SKU00046,1
S031,SKU00047,1
S031,SKU00048,1
S031,SKU00050,1
S031,SKU00051,1
S031,SKU00052,1
S031,SKU00054,1
S031,SKU00056,1
S031,SKU00057,1
S031,SKU00061,1
S031,SKU00063,1
S031,SKU00064,1
S031,SKU00065,1
S031,SKU00066,1
S031,SKU00067,1
S031,SKU00068,1
S031,SKU00069,1
S031,SKU00071,1
S031,SKU00072,1
S031,SKU00073,1
S031,SKU00074,1
S031,SKU00075,1
S031,SKU00077,1
S031,SKU00078,1
S031,SKU00080,1
S032,SKU00001,1
S032,SKU00003,1
S032,SKU00004,1
S032,SKU00006,1
S032,SKU00008,1
S032,SKU00009,1
S032,SKU00010,1
S032,SKU00012,1
S032,SKU00014,1
S032,SKU00015,1
S032,SKU00017,1
S032,SKU00018,1
S032,SKU00019,1
S032,SKU00021,1
S032,SKU00024,1
S032,SKU00025,1
S032,SKU00026,1
S032,SKU00027,1
S032,SKU00029,1
S032,SKU00033,1
S032,SKU00034,1
S032,SKU00035,1
S032,SKU00036,1
S032,SKU00038,1
S032,SKU00039,1
S032,SKU00041,1
S032,SKU00044,1
S032,SKU00046,1
S032,SKU00047,1
S032,SKU00048,1
S032,SKU00050,1
S032,SKU00052,1
S032,SKU00053,1
S032,SKU00054,1
S032,SKU00057,1
S032,SKU00058,1
S032,SKU00060,1
S032,SKU00061,1
S032,SKU00063,1
S032,SKU00064,1
S032,SKU00065,1
S032,SKU00066,1
S032,SKU00067,1
S032,SKU00068,1
S032,SKU00069,1
S032,SKU00074,1
S032,SKU00075,1
S032,SKU00076,1
S032,SKU00078,1
S032,SKU00079,1
S033,SKU00002,1
S033,SKU00003,1
S033,SKU00004,1
S033,SKU00005,1
S033,SKU00006,1
S033,SKU00010,1
S033,SKU00012,1
S033,SKU00013,1
S033,SKU00018,1
S033,SKU00019,1
S033,SKU00020,1
S033,SKU00021,1
S033,SKU00022,1
S033,SKU00024,1
S033,SKU00025,1
S033,SKU00026,1
S033,SKU00027,1
S033,SKU00029,1
S033,SKU00030,1
S033,SKU00031,1
S033,SKU00032,1
S033,SKU00033,1
S033,SKU00034,1
S033,SKU00035,1
S033,SKU00037,1
S033,SKU00038,1
S033,SKU00039,1
S033,SKU00042,1
S033,SKU00046,1
S033,SKU00047,1
S033,SKU00048,1
S033,SKU00049,1
S033,SKU00050,1
S033,SKU00051,1
S033,SKU00054,1
S033,SKU00057,1
S033,SKU00059,1
S033,SKU00062,1
S033,SKU00063,1
S033,SKU00065,1
S033,SKU00068,1
S033,SKU00070,1
S033,SKU00071,1
S033,SKU00073,1
S033,SKU00074,1
S033,SKU00075,1
S033,SKU00076,1
S033,SKU00077,1
S033,SKU00078,1
S033,SKU00079,1
S033,SKU00080,1
S034,SKU00001,1
S034,SKU00002,1
S034,SKU00004,1
S034,SKU00005,1
S034,SKU00006,1
S034,SKU00008,1
S034,SKU00009,1
S034,SKU00010,1
S034,SKU00011,1
S034,SKU00014,1
S034,SKU00017,1
S034,SKU00018,1
S034,SKU00019,1
S034,SKU00021,1
S034,SKU00022,1
S034,SKU00023,1
S034,SKU00024,1
S034,SKU00026,1
S034,SKU00030,1
S034,SKU00031,1
S034,SKU00032,1
S034,SKU00034,1
S034,SKU00035,1
S034,SKU00036,1
S034,SKU00037,1
S034,SKU00038,1
S034,SKU00039,1
S034,SKU00040,1
S034,SKU00041,1
S034,SKU00042,1
S034,SKU00043,1
S034,SKU00045,1
S034,SKU00048,1
S034,SKU00049,1
S034,SKU00050,1
S034,SKU00051,1
S034,SKU00052,1
S034,SKU00056,1
S034,SKU00060,1
S034,SKU00061,1
S034,SKU00062,1
S034,SKU00063,1
S034,SKU00064,1
S034,SKU00067,1
S034,SKU00070,1
S034,SKU00072,1
S034,SKU00074,1
S034,SKU00075,1
S034,SKU00076,1
S034,SKU00078,1
S034,SKU00079,1
S034,SKU00080,1
S035,SKU00002,1
S035,SKU00003,1
S035,SKU00004,1
S035,SKU00008,1
S035,SKU00009,1
S035,SKU00010,1
S035,SKU00011,1
S035,SKU00013,1
S035,SKU00014,1
S035,SKU00015,1
S035,SKU00016,1
S035,SKU00017,1
S035,SKU00018,1
S035,SKU00020,1
S035,SKU00021,1
S035,SKU00022,1
S035,SKU00023,1
S035,SKU00024,1
S035,SKU00028,1
S035,SKU00030,1
S035,SKU00031,1
S035,SKU00032,1
S035,SKU00033,1
S035,SKU00034,1
S035,SKU00036,1
S035,SKU00038,1
S035,SKU00039,1
S035,SKU00040,1
S035,SKU00042,1
S035,SKU00043,1
S035,SKU00045,1
S035,SKU00046,1
S035,SKU00049,1
S035,SKU00051,1
S035,SKU00052,1
S035,SKU00053,1
S035,SKU00054,1
S035,SKU00055,1
S035,SKU00057,1
S035,SKU00058,1
S035,SKU00060,1
S035,SKU00061,1
S035,SKU00064,1
S035,SKU00065,1
S035,SKU00066,1
S035,SKU00067,1
S035,SKU00068,1
S035,SKU00070,1
S035,SKU00071,1
S035,SKU00073,1
S035,SKU00074,1
S035,SKU00075,1
S035,SKU00076,1
S035,SKU00078,1
S035,SKU00079,1
S035,SKU00080,1
S036,SKU00001,1
S036,SKU00002,1
S036,SKU00003,1
S036,SKU00004,1
S036,SKU00005,1
S036,SKU00006,1
S036,SKU00007,1
S036,SKU00009,1
S036,SKU00010,1
S036,SKU00015,1
S036,SKU00016,1
S036,SKU00017,1
S036,SKU00019,1
S036,SKU00020,1
S036,SKU00021,1
S036,SKU00022,1
S036,SKU00023,1
S036,SKU00026,1
S036,SKU00028,1
S036,SKU00032,1
S036,SKU00034,1
S036,SKU00037,1
S036,SKU00039,1
S036,SKU00042,1
S036,SKU00045,1
S036,SKU00046,1
S036,SKU00050,1
S036,SKU00053,1
S036,SKU00054,1
S036,SKU00055,1
S036,SKU00058,1
S036,SKU00059,1
S036,SKU00060,1
S036,SKU00061,1
S036,SKU00062,1
S036,SKU00063,1
S036,SKU00064,1
S036,SKU00065,1
S036,SKU00067,1
S036,SKU00068,1
S036,SKU00072,1
S036,SKU00073,1
S036,SKU00074,1
S036,SKU00080,1
S037,SKU00002,1
S037,SKU00003,1
S037,SKU00004,1
S037,SKU00005,1
S037,SKU00006,1
S037,SKU00010,1
S037,SKU00011,1
S037,SKU00016,1
S037,SKU00017,1
S037,SKU00018,1
S037,SKU00019,1
S037,SKU00021,1
S037,SKU00025,1
S037,SKU00028,1
S037,SKU00029,1
S037,SKU00032,1
S037,SKU00033,1
S037,SKU00035,1
S037,SKU00037,1
S037,SKU00039,1
S037,SKU00041,1
S037,SKU00043,1
S037,SKU00045,1
S037,SKU00046,1
S037,SKU00047,1
S037,SKU00048,1
S037,SKU00049,1
S037,SKU00050,1
S037,SKU00051,1
S037,SKU00052,1
S037,SKU00056,1
S037,SKU00057,1
S037,SKU00058,1
S037,SKU00059,1
S037,SKU00060,1
S037,SKU00064,1
S037,SKU00065,1
S037,SKU00067,1
S037,SKU00068,1
S037,SKU00070,1
S037,SKU00071,1
S037,SKU00072,1
S037,SKU00074,1
S037,SKU00076,1
S037,SKU00077,1
S037,SKU00078,1
S037,SKU00079,1
S037,SKU00080,1
S038,SKU00002,1
S038,SKU00004,1
S038,SKU00005,1
S038,SKU00006,1
S038,SKU00007,1
S038,SKU00011,1
S038,SKU00012,1
S038,SKU00013,1
S038,SKU00014,1
S038,SKU00015,1
S038,SKU00017,1
S038,SKU00018,1
S038,SKU00019,1
S038,SKU00020,1
S038,SKU00022,1
S038,SKU00023,1
S038,SKU00024,1
S038,SKU00025,1
S038,SKU00026,1
S038,SKU00027,1
S038,SKU00029,1
S038,SKU00030,1
S038,SKU00031,1
S038,SKU00033,1
S038,SKU00034,1
S038,SKU00035,1
S038,SKU00037,1
S038,SKU00038,1
S038,SKU00039,1
S038,SKU00040,1
S038,SKU00041,1
S038,SKU00042,1
S038,SKU00043,1
S038,SKU00046,1
S038,SKU00047,1
S038,SKU00048,1
S038,SKU00050,1
S038,SKU00051,1
S038,SKU00054,1
S038,SKU00055,1
S038,SKU00057,1
S038,SKU00059,1
S038,SKU00060,1
S038,SKU00063,1
S038,SKU00067,1
S038,SKU00068,1
S038,SKU00070,1
S038,SKU00074,1
S038,SKU00075,1
S038,SKU00077,1
S038,SKU00079,1
S039,SKU00001,1
S039,SKU00004,1
S039,SKU00005,1
S039,SKU00006,1
S039,SKU00007,1
S039,SKU00008,1
S039,SKU00009,1
S039,SKU00012,1
S039,SKU00013,1
S039,SKU00014,1
S039,SKU00015,1
S039,SKU00016,1
S039,SKU00017,1
S039,SKU00021,1
S039,SKU00022,1
S039,SKU00023,1
S039,SKU00024,1
S039,SKU00025,1
S039,SKU00026,1
S039,SKU00027,1
S039,SKU00028,1
S039,SKU00029,1
S039,SKU00030,1
S039,SKU00031,1
S039,SKU00032,1
S039,SKU00033,1
S039,SKU00035,1
S039,SKU00037,1
S039,SKU00038,1
S039,SKU00042,1
S039,SKU00044,1
S039,SKU00045,1
S039,SKU00046,1
S039,SKU00048,1
S039,SKU00050,1
S039,SKU00052,1
S039,SKU00054,1
S039,SKU00055,1
S039,SKU00056,1
S039,SKU00057,1
S039,SKU00058,1
S039,SKU00064,1
S039,SKU00065,1
S039,SKU00066,1
S039,SKU00067,1
S039,SKU00068,1
S039,SKU00071,1
S039,SKU00072,1
S039,SKU00075,1
S039,SKU00076,1
S039,SKU00079,1
S040,SKU00001,1
S040,SKU00002,1
S040,SKU00003,1
S040,SKU00004,1
S040,SKU00005,1
S040,SKU00006,1
S040,SKU00007,1
S040,SKU00009,1
S040,SKU00010,1
S040,SKU00011,1
S040,SKU00015,1
S040,SKU00016,1
S040,SKU00017,1
S040,SKU00018,1
S040,SKU00021,1
S040,SKU00023,1
S040,SKU00024,1
S040,SKU00025,1
S040,SKU00028,1
S040,SKU00030,1
S040,SKU00031,1
S040,SKU00032,1
S040,SKU00033,1
S040,SKU00035,1
S040,SKU00037,1
S040,SKU00038,1
S040,SKU00039,1
S040,SKU00040,1
S040,SKU00041,1
S040,SKU00042,1
S040,SKU00045,1
S040,SKU00046,1
S040,SKU00047,1
S040,SKU00050,1
S040,SKU00051,1
S040,SKU00052,1
S040,SKU00053,1
S040,SKU00054,1
S040,SKU00055,1
S040,SKU00057,1
S040,SKU00059,1
S040,SKU00062,1
S040,SKU00063,1
S040,SKU00068,1
S040,SKU00074,1
S040,SKU00075,1
S040,SKU00076,1
S040,SKU00077,1
S040,SKU00079,1
S040,SKU00080,1
S041,SKU00002,1
S041,SKU00003,1
S041,SKU00007,1
S041,SKU00011,1
S041,SKU00012,1
S041,SKU00013,1
S041,SKU00014,1
S041,SKU00017,1
S041,SKU00019,1
S041,SKU00020,1
S041,SKU00021,1
S041,SKU00023,1
S041,SKU00025,1
S041,SKU00026,1
S041,SKU00027,1
S041,SKU00029,1
S041,SKU00031,1
S041,SKU00033,1
S041,SKU00035,1
S041,SKU00037,1
S041,SKU00038,1
S041,SKU00039,1
S041,SKU00041,1
S041,SKU00042,1
S041,SKU00043,1
S041,SKU00044,1
S041,SKU00046,1
S041,SKU00047,1
S041,SKU00050,1
S041,SKU00051,1
S041,SKU00052,1
S041,SKU00053,1
S041,SKU00054,1
S041,SKU00055,1
S041,SKU00057,1
S041,SKU00059,1
S041,SKU00061,1
S041,SKU00062,1
S041,SKU00063,1
S041,SKU00064,1
S041,SKU00066,1
S041,SKU00067,1
S041,SKU00068,1
S041,SKU00069,1
S041,SKU00070,1
S041,SKU00071,1
S041,SKU00073,1
S041,SKU00075,1
S041,SKU00076,1
S041,SKU00078,1
S041,SKU00079,1
S041,SKU00080,1
S042,SKU00001,1
S042,SKU00002,1
S042,SKU00004,1
S042,SKU00005,1
S042,SKU00007,1
S042,SKU00008,1
S042,SKU00011,1
S042,SKU00013,1
S042,SKU00014,1
S042,SKU00017,1
S042,SKU00018,1
S042,SKU00020,1
S042,SKU00022,1
S042,SKU00023,1
S042,SKU00024,1
S042,SKU00026,1
S042,SKU00028,1
S042,SKU00029,1
S042,SKU00030,1
S042,SKU00034,1
S042,SKU00036,1
