week_ending,store_id,sku,qty_sold
2026-03-15,S058,SKU00049,11
2026-03-08,S058,SKU00049,13
2026-03-01,S058,SKU00049,5
2026-02-22,S058,SKU00049,15
2026-04-12,S016,SKU00051,1
2026-04-05,S016,SKU00051,1
2026-03-29,S016,SKU00051,2
2026-03-22,S016,SKU00051,1
2026-03-15,S016,SKU00051,1
2026-03-08,S016,SKU00051,1
2026-03-01,S016,SKU00051,2
2026-02-22,S016,SKU00051,1
2026-04-12,S028,SKU00037,3
2026-04-05,S028,SKU00037,5
2026-03-29,S028,SKU00037,3
2026-03-22,S028,SKU00037,2
2026-03-15,S028,SKU00037,3
2026-03-08,S028,SKU00037,4
2026-03-01,S028,SKU00037,1
2026-02-22,S028,SKU00037,2
2026-04-12,S064,SKU00021,3
2026-04-05,S064,SKU00021,1
2026-03-22,S064,SKU00021,2
2026-03-08,S064,SKU00021,3
2026-02-22,S064,SKU00021,3
2026-04-05,S057,SKU00013,2
2026-03-29,S057,SKU00013,4
2026-03-15,S057,SKU00013,4
2026-03-08,S057,SKU00013,5
2026-03-01,S057,SKU00013,5
2026-02-22,S057,SKU00013,4
2026-04-12,S016,SKU00001,19
2026-04-05,S016,SKU00001,17
2026-03-29,S016,SKU00001,15
2026-03-22,S016,SKU00001,22
2026-03-15,S016,SKU00001,21
2026-03-08,S016,SKU00001,14
2026-03-01,S016,SKU00001,17
2026-02-22,S016,SKU00001,19
2026-04-12,S018,SKU00063,5
2026-04-05,S018,SKU00063,4
2026-03-29,S018,SKU00063,5
2026-03-22,S018,SKU00063,4
2026-03-15,S018,SKU00063,6
2026-03-08,S018,SKU00063,6
2026-03-01,S018,SKU00063,4
2026-02-22,S018,SKU00063,4
2026-04-12,S021,SKU00043,2
2026-04-05,S021,SKU00043,3
2026-03-29,S021,SKU00043,2
2026-03-22,S021,SKU00043,2
2026-03-15,S021,SKU00043,3
2026-03-08,S021,SKU00043,1
2026-03-01,S021,SKU00043,3
2026-02-22,S021,SKU00043,3
2026-04-05,S028,SKU00026,1
2026-03-29,S028,SKU00026,2
2026-03-22,S028,SKU00026,2
2026-03-15,S028,SKU00026,2
2026-03-01,S028,SKU00026,2
2026-02-22,S028,SKU00026,1
2026-04-12,S033,SKU00048,7
2026-04-05,S033,SKU00048,3
2026-03-29,S033,SKU00048,6
2026-03-22,S033,SKU00048,7
2026-03-15,S033,SKU00048,7
2026-03-08,S033,SKU00048,6
2026-03-01,S033,SKU00048,6
2026-02-22,S033,SKU00048,4
2026-04-12,S036,SKU00037,2
2026-04-05,S036,SKU00037,1
2026-03-29,S036,SKU00037,1
2026-03-22,S036,SKU00037,2
2026-03-15,S036,SKU00037,3
2026-03-08,S036,SKU00037,2
2026-03-01,S036,SKU00037,2
2026-02-22,S036,SKU00037,1
2026-04-05,S010,SKU00062,1
2026-03-29,S010,SKU00062,1
2026-03-22,S010,SKU00062,1
2026-03-15,S010,SKU00062,1
2026-03-08,S010,SKU00062,1
2026-03-01,S010,SKU00062,1
2026-02-22,S010,SKU00062,1
2026-04-12,S036,SKU00026,12
2026-04-05,S036,SKU00026,8
2026-03-29,S036,SKU00026,9
2026-03-22,S036,SKU00026,14
2026-03-15,S036,SKU00026,11
2026-03-08,S036,SKU00026,9
2026-03-01,S036,SKU00026,12
2026-02-22,S036,SKU00026,7
2026-04-12,S017,SKU00054,1
2026-04-05,S017,SKU00054,1
2026-03-08,S017,SKU00054,1
2026-03-01,S017,SKU00054,1
2026-02-22,S017,SKU00054,1
2026-04-12,S030,SKU00002,5
2026-04-05,S030,SKU00002,8
2026-03-29,S030,SKU00002,13
2026-03-22,S030,SKU00002,11
2026-03-15,S030,SKU00002,15
2026-03-08,S030,SKU00002,9
2026-03-01,S030,SKU00002,4
2026-02-22,S030,SKU00002,8
2026-04-12,S035,SKU00038,2
2026-04-05,S035,SKU00038,2
2026-03-29,S035,SKU00038,1
2026-03-22,S035,SKU00038,2
2026-03-15,S035,SKU00038,1
2026-03-08,S035,SKU00038,2
2026-03-01,S035,SKU00038,2
2026-02-22,S035,SKU00038,1
2026-04-12,S026,SKU00019,20
2026-04-05,S026,SKU00019,19
2026-03-29,S026,SKU00019,16
2026-03-22,S026,SKU00019,14
2026-03-15,S026,SKU00019,17
2026-03-08,S026,SKU00019,14
2026-03-01,S026,SKU00019,12
2026-02-22,S026,SKU00019,14
2026-04-12,S010,SKU00042,17
2026-04-05,S010,SKU00042,19
2026-03-29,S010,SKU00042,12
2026-03-22,S010,SKU00042,19
2026-03-15,S010,SKU00042,21
2026-03-08,S010,SKU00042,20
2026-03-01,S010,SKU00042,22
2026-02-22,S010,SKU00042,14
2026-04-12,S053,SKU00036,11
2026-04-05,S053,SKU00036,14
2026-03-29,S053,SKU00036,2
2026-03-22,S053,SKU00036,6
2026-03-15,S053,SKU00036,2
2026-03-08,S053,SKU00036,1
2026-03-01,S053,SKU00036,4
2026-02-22,S053,SKU00036,11
2026-04-12,S022,SKU00066,1
2026-03-29,S022,SKU00066,1
2026-03-08,S022,SKU00066,1
2026-04-12,S042,SKU00030,3
2026-04-05,S042,SKU00030,2
2026-03-29,S042,SKU00030,2
2026-03-22,S042,SKU00030,3
2026-03-15,S042,SKU00030,3
2026-03-08,S042,SKU00030,3
2026-03-01,S042,SKU00030,2
2026-02-22,S042,SKU00030,2
2026-04-12,S012,SKU00010,13
2026-04-05,S012,SKU00010,8
2026-03-29,S012,SKU00010,12
2026-03-22,S012,SKU00010,12
2026-03-15,S012,SKU00010,10
2026-03-08,S012,SKU00010,11
2026-03-01,S012,SKU00010,13
2026-02-22,S012,SKU00010,9
2026-04-12,S014,SKU00036,28
2026-04-05,S014,SKU00036,28
2026-03-29,S014,SKU00036,30
2026-03-22,S014,SKU00036,17
2026-03-15,S014,SKU00036,21
2026-03-08,S014,SKU00036,29
2026-03-01,S014,SKU00036,22
2026-02-22,S014,SKU00036,25
2026-04-12,S053,SKU00045,4
2026-04-05,S053,SKU00045,4
2026-03-29,S053,SKU00045,8
2026-03-22,S053,SKU00045,5
2026-03-15,S053,SKU00045,8
2026-03-08,S053,SKU00045,8
2026-03-01,S053,SKU00045,10
2026-02-22,S053,SKU00045,5
2026-04-12,S010,SKU00027,7
2026-04-05,S010,SKU00027,4
2026-03-29,S010,SKU00027,5
2026-03-22,S010,SKU00027,4
2026-03-15,S010,SKU00027,5
2026-03-08,S010,SKU00027,6
2026-03-01,S010,SKU00027,6
2026-02-22,S010,SKU00027,5
2026-04-12,S005,SKU00067,3
2026-04-05,S005,SKU00067,3
2026-03-29,S005,SKU00067,3
2026-03-22,S005,SKU00067,4
2026-03-15,S005,SKU00067,3
2026-03-08,S005,SKU00067,2
2026-03-01,S005,SKU00067,4
2026-02-22,S005,SKU00067,3
2026-04-12,S048,SKU00036,3
2026-04-05,S048,SKU00036,7
2026-03-29,S048,SKU00036,4
2026-03-22,S048,SKU00036,5
2026-03-15,S048,SKU00036,8
2026-03-08,S048,SKU00036,1
2026-03-01,S048,SKU00036,4
2026-02-22,S048,SKU00036,3
2026-04-12,S013,SKU00017,15
2026-04-05,S013,SKU00017,14
2026-03-29,S013,SKU00017,11
2026-03-22,S013,SKU00017,17
2026-03-15,S013,SKU00017,15
2026-03-08,S013,SKU00017,10
2026-03-01,S013,SKU00017,11
2026-02-22,S013,SKU00017,10
2026-04-12,S001,SKU00072,3
2026-04-05,S001,SKU00072,2
2026-03-29,S001,SKU00072,3
2026-03-22,S001,SKU00072,2
2026-03-15,S001,SKU00072,2
2026-03-08,S001,SKU00072,3
2026-03-01,S001,SKU00072,2
2026-02-22,S001,SKU00072,3
2026-04-12,S014,SKU00045,6
2026-04-05,S014,SKU00045,8
2026-03-29,S014,SKU00045,7
2026-03-22,S014,SKU00045,7
2026-03-15,S014,SKU00045,7
2026-03-08,S014,SKU00045,5
2026-03-01,S014,SKU00045,8
2026-02-22,S014,SKU00045,8
2026-04-12,S025,SKU00038,16
2026-04-05,S025,SKU00038,8
2026-03-29,S025,SKU00038,8
2026-03-22,S025,SKU00038,4
2026-03-15,S025,SKU00038,8
2026-03-08,S025,SKU00038,10
2026-03-01,S025,SKU00038,7
2026-02-22,S025,SKU00038,9
2026-04-12,S016,SKU00005,21
2026-04-05,S016,SKU00005,16
2026-03-29,S016,SKU00005,16
2026-03-22,S016,SKU00005,17
2026-03-15,S016,SKU00005,9
2026-03-08,S016,SKU00005,19
2026-03-01,S016,SKU00005,20
2026-02-22,S016,SKU00005,20
2026-04-12,S034,SKU00060,2
2026-04-05,S034,SKU00060,4
2026-03-29,S034,SKU00060,1
2026-03-22,S034,SKU00060,2
2026-03-15,S034,SKU00060,2
2026-03-08,S034,SKU00060,2
2026-02-22,S034,SKU00060,3
2026-04-12,S050,SKU00042,16
2026-04-05,S050,SKU00042,9
2026-03-29,S050,SKU00042,17
2026-03-22,S050,SKU00042,9
2026-03-08,S050,SKU00042,8
2026-03-01,S050,SKU00042,6
2026-02-22,S050,SKU00042,2
2026-04-12,S025,SKU00025,5
2026-04-05,S025,SKU00025,9
2026-03-29,S025,SKU00025,3
2026-03-22,S025,SKU00025,6
2026-03-15,S025,SKU00025,8
2026-03-08,S025,SKU00025,8
2026-03-01,S025,SKU00025,6
2026-02-22,S025,SKU00025,8
2026-04-12,S015,SKU00006,11
2026-04-05,S015,SKU00006,19
2026-03-29,S015,SKU00006,14
2026-03-22,S015,SKU00006,13
2026-03-15,S015,SKU00006,15
2026-03-08,S015,SKU00006,19
2026-03-01,S015,SKU00006,21
2026-02-22,S015,SKU00006,13
2026-04-12,S006,SKU00044,32
2026-04-05,S006,SKU00044,31
2026-03-29,S006,SKU00044,24
2026-03-22,S006,SKU00044,24
2026-03-15,S006,SKU00044,20
2026-03-08,S006,SKU00044,27
2026-03-01,S006,SKU00044,29
2026-02-22,S006,SKU00044,26
2026-04-12,S035,SKU00073,1
2026-04-05,S035,SKU00073,1
2026-03-29,S035,SKU00073,1
2026-03-22,S035,SKU00073,1
2026-03-15,S035,SKU00073,1
2026-03-08,S035,SKU00073,1
2026-03-01,S035,SKU00073,1
2026-02-22,S035,SKU00073,1
2026-04-12,S037,SKU00002,5
2026-04-05,S037,SKU00002,4
2026-03-29,S037,SKU00002,5
2026-03-22,S037,SKU00002,3
2026-03-15,S037,SKU00002,4
2026-03-08,S037,SKU00002,4
2026-03-01,S037,SKU00002,4
2026-02-22,S037,SKU00002,5
2026-04-12,S022,SKU00021,6
2026-04-05,S022,SKU00021,10
2026-03-29,S022,SKU00021,7
2026-03-22,S022,SKU00021,5
2026-03-15,S022,SKU00021,7
2026-03-08,S022,SKU00021,10
2026-03-01,S022,SKU00021,6
2026-02-22,S022,SKU00021,7
2026-04-12,S043,SKU00022,6
2026-04-05,S043,SKU00022,2
2026-03-29,S043,SKU00022,4
2026-03-22,S043,SKU00022,4
2026-03-15,S043,SKU00022,2
2026-03-08,S043,SKU00022,2
2026-03-01,S043,SKU00022,6
2026-02-22,S043,SKU00022,7
2026-04-12,S054,SKU00068,1
2026-04-05,S054,SKU00068,1
2026-03-15,S054,SKU00068,1
2026-04-12,S038,SKU00043,12
2026-04-05,S038,SKU00043,12
2026-03-29,S038,SKU00043,8
2026-03-22,S038,SKU00043,13
2026-03-15,S038,SKU00043,11
2026-03-08,S038,SKU00043,11
2026-03-01,S038,SKU00043,10
2026-02-22,S038,SKU00043,5
2026-04-12,S009,SKU00024,4
2026-04-05,S009,SKU00024,4
2026-03-29,S009,SKU00024,3
2026-03-22,S009,SKU00024,4
2026-03-15,S009,SKU00024,4
2026-03-08,S009,SKU00024,5
2026-03-01,S009,SKU00024,5
2026-02-22,S009,SKU00024,4
2026-04-12,S028,SKU00074,1
2026-03-29,S028,SKU00074,1
2026-03-15,S028,SKU00074,1
2026-03-08,S028,SKU00074,2
2026-04-05,S028,SKU00072,1
2026-03-29,S028,SKU00072,1
2026-03-22,S028,SKU00072,1
2026-03-15,S028,SKU00072,1
2026-03-08,S028,SKU00072,1
2026-02-22,S028,SKU00072,1
2026-04-12,S036,SKU00074,2
2026-04-05,S036,SKU00074,2
2026-03-29,S036,SKU00074,4
2026-03-22,S036,SKU00074,3
2026-03-15,S036,SKU00074,3
2026-03-08,S036,SKU00074,2
2026-03-01,S036,SKU00074,1
2026-02-22,S036,SKU00074,2
2026-04-12,S009,SKU00029,25
2026-04-05,S009,SKU00029,26
2026-03-29,S009,SKU00029,27
2026-03-22,S009,SKU00029,30
2026-03-15,S009,SKU00029,24
2026-03-08,S009,SKU00029,24
2026-03-01,S009,SKU00029,38
2026-02-22,S009,SKU00029,23
2026-04-12,S012,SKU00066,2
2026-04-05,S012,SKU00066,2
2026-03-29,S012,SKU00066,2
2026-03-22,S012,SKU00066,1
2026-03-15,S012,SKU00066,2
2026-03-08,S012,SKU00066,2
2026-03-01,S012,SKU00066,3
2026-02-22,S012,SKU00066,2
2026-04-12,S061,SKU00033,3
2026-04-05,S061,SKU00033,3
2026-03-29,S061,SKU00033,2
2026-03-22,S061,SKU00033,3
2026-03-15,S061,SKU00033,2
2026-03-01,S061,SKU00033,2
2026-02-22,S061,SKU00033,4
2026-04-12,S026,SKU00044,9
2026-04-05,S026,SKU00044,11
2026-03-29,S026,SKU00044,12
2026-03-22,S026,SKU00044,8
2026-03-15,S026,SKU00044,8
2026-03-08,S026,SKU00044,12
2026-03-01,S026,SKU00044,14
2026-02-22,S026,SKU00044,15
2026-04-12,S009,SKU00051,3
2026-04-05,S009,SKU00051,4
2026-03-29,S009,SKU00051,3
2026-03-22,S009,SKU00051,3
2026-03-15,S009,SKU00051,3
2026-03-08,S009,SKU00051,5
2026-03-01,S009,SKU00051,4
2026-02-22,S009,SKU00051,3
2026-04-12,S018,SKU00040,20
2026-04-05,S018,SKU00040,13
2026-03-29,S018,SKU00040,16
2026-03-22,S018,SKU00040,16
2026-03-15,S018,SKU00040,16
2026-03-08,S018,SKU00040,22
2026-03-01,S018,SKU00040,16
2026-02-22,S018,SKU00040,24
2026-04-12,S027,SKU00045,3
2026-04-05,S027,SKU00045,2
2026-03-29,S027,SKU00045,1
2026-03-22,S027,SKU00045,1
2026-03-15,S027,SKU00045,2
2026-03-08,S027,SKU00045,1
2026-03-01,S027,SKU00045,3
2026-02-22,S027,SKU00045,2
2026-04-12,S030,SKU00026,1
2026-04-05,S030,SKU00026,3
2026-03-29,S030,SKU00026,1
2026-03-22,S030,SKU00026,2
2026-03-15,S030,SKU00026,1
2026-03-08,S030,SKU00026,1
2026-03-01,S030,SKU00026,1
2026-02-22,S030,SKU00026,1
2026-04-12,S036,SKU00009,3
2026-04-05,S036,SKU00009,6
2026-03-29,S036,SKU00009,5
2026-03-15,S036,SKU00009,2
2026-03-08,S036,SKU00009,3
2026-03-01,S036,SKU00009,2
2026-02-22,S036,SKU00009,2
2026-03-29,S051,SKU00046,1
2026-03-22,S051,SKU00046,1
2026-03-15,S051,SKU00046,2
2026-03-01,S051,SKU00046,1
2026-04-12,S017,SKU00011,9
2026-04-05,S017,SKU00011,6
2026-03-29,S017,SKU00011,10
2026-03-22,S017,SKU00011,8
2026-03-15,S017,SKU00011,9
2026-03-08,S017,SKU00011,9
2026-03-01,S017,SKU00011,7
2026-02-22,S017,SKU00011,9
2026-04-12,S002,SKU00023,10
2026-04-05,S002,SKU00023,9
2026-03-29,S002,SKU00023,19
2026-03-22,S002,SKU00023,13
2026-03-15,S002,SKU00023,12
2026-03-08,S002,SKU00023,18
2026-03-01,S002,SKU00023,8
2026-02-22,S002,SKU00023,17
2026-04-12,S016,SKU00003,16
2026-04-05,S016,SKU00003,15
2026-03-29,S016,SKU00003,23
2026-03-22,S016,SKU00003,21
2026-03-15,S016,SKU00003,16
2026-03-08,S016,SKU00003,13
2026-03-01,S016,SKU00003,17
2026-02-22,S016,SKU00003,12
2026-04-12,S003,SKU00056,2
2026-04-05,S003,SKU00056,2
2026-03-29,S003,SKU00056,2
2026-03-22,S003,SKU00056,2
2026-03-15,S003,SKU00056,3
2026-03-08,S003,SKU00056,1
2026-03-01,S003,SKU00056,2
2026-02-22,S003,SKU00056,2
2026-04-12,S020,SKU00038,12
2026-04-05,S020,SKU00038,12
2026-03-29,S020,SKU00038,14
2026-03-22,S020,SKU00038,13
2026-03-15,S020,SKU00038,11
2026-03-08,S020,SKU00038,9
2026-03-01,S020,SKU00038,13
2026-02-22,S020,SKU00038,13
2026-04-12,S041,SKU00023,22
2026-04-05,S041,SKU00023,5
2026-03-29,S041,SKU00023,20
2026-03-22,S041,SKU00023,9
2026-03-15,S041,SKU00023,12
2026-03-08,S041,SKU00023,19
2026-03-01,S041,SKU00023,20
2026-02-22,S041,SKU00023,19
2026-04-12,S020,SKU00025,3
2026-04-05,S020,SKU00025,3
2026-03-29,S020,SKU00025,4
2026-03-22,S020,SKU00025,4
2026-03-15,S020,SKU00025,4
2026-03-08,S020,SKU00025,5
2026-03-01,S020,SKU00025,5
2026-02-22,S020,SKU00025,5
2026-04-12,S013,SKU00032,26
2026-04-05,S013,SKU00032,21
2026-03-29,S013,SKU00032,20
2026-03-22,S013,SKU00032,23
2026-03-15,S013,SKU00032,17
2026-03-08,S013,SKU00032,21
2026-03-01,S013,SKU00032,17
2026-02-22,S013,SKU00032,14
2026-04-12,S056,SKU00035,4
2026-04-05,S056,SKU00035,5
2026-03-29,S056,SKU00035,3
2026-03-22,S056,SKU00035,4
2026-03-08,S056,SKU00035,2
2026-03-01,S056,SKU00035,2
2026-02-22,S056,SKU00035,1
2026-04-12,S020,SKU00007,6
2026-04-05,S020,SKU00007,5
2026-03-29,S020,SKU00007,6
2026-03-22,S020,SKU00007,5
2026-03-15,S020,SKU00007,6
2026-03-08,S020,SKU00007,5
2026-03-01,S020,SKU00007,6
2026-02-22,S020,SKU00007,6
2026-04-12,S063,SKU00068,1
2026-03-22,S063,SKU00068,1
2026-03-15,S063,SKU00068,1
2026-03-08,S063,SKU00068,1
2026-03-01,S063,SKU00068,1
2026-04-12,S056,SKU00070,1
2026-03-29,S056,SKU00070,1
2026-03-08,S056,SKU00070,1
2026-02-22,S056,SKU00070,1
2026-04-12,S039,SKU00067,2
2026-03-29,S039,SKU00067,1
2026-03-22,S039,SKU00067,2
2026-03-15,S039,SKU00067,1
2026-03-08,S039,SKU00067,1
2026-03-01,S039,SKU00067,1
2026-02-22,S039,SKU00067,1
2026-04-12,S011,SKU00002,12
2026-04-05,S011,SKU00002,11
2026-03-29,S011,SKU00002,11
2026-03-22,S011,SKU00002,12
2026-03-15,S011,SKU00002,10
2026-03-08,S011,SKU00002,10
2026-03-01,S011,SKU00002,10
2026-02-22,S011,SKU00002,11
2026-04-12,S003,SKU00050,16
2026-04-05,S003,SKU00050,19
2026-03-29,S003,SKU00050,15
2026-03-22,S003,SKU00050,21
2026-03-15,S003,SKU00050,15
2026-03-08,S003,SKU00050,17
2026-03-01,S003,SKU00050,14
2026-02-22,S003,SKU00050,20
2026-04-12,S023,SKU00068,2
2026-04-05,S023,SKU00068,2
2026-03-29,S023,SKU00068,3
2026-03-22,S023,SKU00068,2
2026-03-15,S023,SKU00068,2
2026-03-08,S023,SKU00068,2
2026-03-01,S023,SKU00068,2
2026-02-22,S023,SKU00068,3
2026-04-12,S037,SKU00037,15
2026-04-05,S037,SKU00037,13
2026-03-29,S037,SKU00037,12
2026-03-22,S037,SKU00037,8
2026-03-15,S037,SKU00037,12
2026-03-08,S037,SKU00037,16
2026-03-01,S037,SKU00037,8
2026-02-22,S037,SKU00037,12
2026-04-12,S012,SKU00021,20
2026-04-05,S012,SKU00021,19
2026-03-29,S012,SKU00021,16
2026-03-22,S012,SKU00021,14
2026-03-15,S012,SKU00021,15
2026-03-08,S012,SKU00021,23
2026-03-01,S012,SKU00021,17
2026-02-22,S012,SKU00021,19
2026-04-12,S013,SKU00061,2
2026-04-05,S013,SKU00061,3
2026-03-29,S013,SKU00061,3
2026-03-22,S013,SKU00061,3
2026-03-15,S013,SKU00061,3
2026-03-08,S013,SKU00061,4
2026-03-01,S013,SKU00061,4
2026-02-22,S013,SKU00061,3
2026-04-12,S045,SKU00024,15
2026-04-05,S045,SKU00024,17
2026-03-29,S045,SKU00024,19
2026-03-22,S045,SKU00024,19
2026-03-15,S045,SKU00024,15
2026-03-08,S045,SKU00024,24
2026-03-01,S045,SKU00024,10
2026-02-22,S045,SKU00024,20
2026-04-12,S055,SKU00016,2
2026-04-05,S055,SKU00016,6
2026-03-29,S055,SKU00016,10
2026-03-22,S055,SKU00016,6
2026-03-15,S055,SKU00016,4
2026-03-01,S055,SKU00016,7
2026-04-12,S033,SKU00002,19
2026-04-05,S033,SKU00002,18
2026-03-29,S033,SKU00002,14
2026-03-22,S033,SKU00002,13
2026-03-15,S033,SKU00002,22
2026-03-08,S033,SKU00002,13
2026-03-01,S033,SKU00002,13
2026-02-22,S033,SKU00002,12
2026-04-12,S009,SKU00005,11
2026-04-05,S009,SKU00005,4
2026-03-29,S009,SKU00005,9
2026-03-22,S009,SKU00005,15
2026-03-15,S009,SKU00005,14
2026-03-08,S009,SKU00005,17
2026-03-01,S009,SKU00005,7
2026-02-22,S009,SKU00005,6
2026-04-12,S020,SKU00073,5
2026-04-05,S020,SKU00073,4
2026-03-29,S020,SKU00073,5
2026-03-22,S020,SKU00073,4
2026-03-15,S020,SKU00073,4
2026-03-08,S020,SKU00073,5
2026-03-01,S020,SKU00073,5
2026-02-22,S020,SKU00073,4
2026-04-12,S008,SKU00019,14
2026-04-05,S008,SKU00019,15
2026-03-29,S008,SKU00019,12
2026-03-22,S008,SKU00019,14
2026-03-15,S008,SKU00019,13
2026-03-08,S008,SKU00019,13
2026-03-01,S008,SKU00019,9
2026-02-22,S008,SKU00019,16
2026-04-12,S019,SKU00024,21
2026-04-05,S019,SKU00024,16
2026-03-29,S019,SKU00024,15
2026-03-22,S019,SKU00024,13
2026-03-15,S019,SKU00024,23
2026-03-08,S019,SKU00024,25
2026-03-01,S019,SKU00024,13
2026-02-22,S019,SKU00024,13
2026-03-29,S030,SKU00069,1
2026-02-22,S030,SKU00069,1
2026-04-12,S009,SKU00028,12
2026-04-05,S009,SKU00028,15
2026-03-29,S009,SKU00028,11
2026-03-22,S009,SKU00028,18
2026-03-15,S009,SKU00028,9
2026-03-08,S009,SKU00028,8
2026-03-01,S009,SKU00028,13
2026-02-22,S009,SKU00028,13
2026-04-12,S008,SKU00055,2
2026-04-05,S008,SKU00055,2
2026-03-29,S008,SKU00055,2
2026-03-22,S008,SKU00055,2
2026-03-15,S008,SKU00055,1
2026-03-08,S008,SKU00055,1
2026-03-01,S008,SKU00055,2
2026-02-22,S008,SKU00055,1
2026-04-12,S032,SKU00027,11
2026-04-05,S032,SKU00027,10
2026-03-29,S032,SKU00027,8
2026-03-22,S032,SKU00027,11
2026-03-15,S032,SKU00027,6
2026-03-08,S032,SKU00027,8
2026-03-01,S032,SKU00027,8
2026-02-22,S032,SKU00027,12
2026-04-12,S007,SKU00068,3
2026-04-05,S007,SKU00068,3
2026-03-29,S007,SKU00068,2
2026-03-22,S007,SKU00068,3
2026-03-15,S007,SKU00068,2
2026-03-08,S007,SKU00068,2
2026-03-01,S007,SKU00068,2
2026-02-22,S007,SKU00068,2
2026-04-12,S017,SKU00040,23
2026-04-05,S017,SKU00040,24
2026-03-29,S017,SKU00040,17
2026-03-22,S017,SKU00040,29
2026-03-15,S017,SKU00040,19
2026-03-08,S017,SKU00040,16
2026-03-01,S017,SKU00040,16
2026-02-22,S017,SKU00040,22
2026-03-22,S042,SKU00064,1
2026-02-22,S042,SKU00064,1
2026-04-12,S019,SKU00029,5
2026-04-05,S019,SKU00029,5
2026-03-29,S019,SKU00029,6
2026-03-22,S019,SKU00029,4
2026-03-15,S019,SKU00029,5
2026-03-08,S019,SKU00029,6
2026-03-01,S019,SKU00029,6
2026-02-22,S019,SKU00029,3
2026-04-12,S030,SKU00074,1
2026-04-05,S030,SKU00074,1
2026-03-15,S030,SKU00074,1
2026-03-08,S030,SKU00074,1
2026-02-22,S030,SKU00074,1
2026-04-12,S059,SKU00011,6
2026-04-05,S059,SKU00011,10
2026-03-29,S059,SKU00011,8
2026-03-22,S059,SKU00011,7
2026-03-15,S059,SKU00011,2
2026-03-08,S059,SKU00011,8
2026-03-01,S059,SKU00011,7
2026-02-22,S059,SKU00011,7
2026-04-12,S045,SKU00046,9
2026-04-05,S045,SKU00046,8
2026-03-29,S045,SKU00046,2
2026-03-22,S045,SKU00046,8
2026-03-15,S045,SKU00046,6
2026-03-08,S045,SKU00046,7
2026-03-01,S045,SKU00046,9
2026-02-22,S045,SKU00046,9
2026-04-12,S008,SKU00054,6
2026-04-05,S008,SKU00054,4
2026-03-29,S008,SKU00054,6
2026-03-22,S008,SKU00054,4
2026-03-15,S008,SKU00054,6
2026-03-08,S008,SKU00054,4
2026-03-01,S008,SKU00054,4
2026-02-22,S008,SKU00054,5
2026-04-12,S019,SKU00051,1
2026-04-05,S019,SKU00051,1
2026-03-29,S019,SKU00051,1
2026-03-22,S019,SKU00051,1
2026-03-15,S019,SKU00051,1
2026-03-08,S019,SKU00051,1
2026-03-01,S019,SKU00051,1
2026-04-12,S051,SKU00031,2
2026-04-05,S051,SKU00031,7
2026-03-29,S051,SKU00031,7
2026-03-22,S051,SKU00031,6
2026-03-15,S051,SKU00031,4
2026-03-08,S051,SKU00031,5
2026-03-01,S051,SKU00031,2
2026-02-22,S051,SKU00031,6
2026-03-15,S051,SKU00034,2
2026-02-22,S051,SKU00034,1
2026-04-05,S028,SKU00059,1
2026-03-22,S028,SKU00059,1
2026-03-15,S028,SKU00059,1
2026-03-01,S028,SKU00059,1
2026-02-22,S028,SKU00059,1
2026-04-12,S003,SKU00065,1
2026-04-05,S003,SKU00065,2
2026-03-29,S003,SKU00065,2
2026-03-22,S003,SKU00065,1
2026-03-15,S003,SKU00065,2
2026-03-08,S003,SKU00065,1
2026-03-01,S003,SKU00065,1
2026-02-22,S003,SKU00065,2
2026-04-12,S009,SKU00034,11
2026-04-05,S009,SKU00034,16
2026-03-29,S009,SKU00034,9
2026-03-22,S009,SKU00034,12
2026-03-15,S009,SKU00034,16
2026-03-08,S009,SKU00034,11
2026-03-01,S009,SKU00034,17
2026-02-22,S009,SKU00034,17
2026-04-12,S018,SKU00042,18
2026-04-05,S018,SKU00042,18
2026-03-29,S018,SKU00042,29
2026-03-22,S018,SKU00042,23
2026-03-15,S018,SKU00042,22
2026-03-08,S018,SKU00042,22
2026-03-01,S018,SKU00042,29
2026-02-22,S018,SKU00042,27
2026-04-12,S009,SKU00031,19
2026-04-05,S009,SKU00031,14
2026-03-29,S009,SKU00031,14
2026-03-22,S009,SKU00031,13
2026-03-15,S009,SKU00031,16
2026-03-08,S009,SKU00031,13
2026-03-01,S009,SKU00031,18
2026-02-22,S009,SKU00031,12
2026-04-12,S020,SKU00036,8
2026-04-05,S020,SKU00036,8
2026-03-29,S020,SKU00036,9
2026-03-22,S020,SKU00036,8
2026-03-15,S020,SKU00036,9
2026-03-08,S020,SKU00036,6
2026-03-01,S020,SKU00036,12
2026-02-22,S020,SKU00036,5
2026-04-12,S030,SKU00009,2
2026-04-05,S030,SKU00009,10
2026-03-29,S030,SKU00009,5
2026-03-22,S030,SKU00009,6
2026-03-15,S030,SKU00009,6
2026-03-08,S030,SKU00009,8
2026-03-01,S030,SKU00009,6
2026-02-22,S030,SKU00009,8
2026-04-12,S019,SKU00001,7
2026-04-05,S019,SKU00001,6
2026-03-29,S019,SKU00001,6
2026-03-22,S019,SKU00001,6
2026-03-15,S019,SKU00001,7
2026-03-08,S019,SKU00001,6
2026-03-01,S019,SKU00001,8
2026-02-22,S019,SKU00001,5
2026-03-22,S052,SKU00064,1
2026-03-15,S052,SKU00064,1
2026-04-12,S036,SKU00059,1
